qid,pid,score,row_number
719699,6965842,9.6383,4066
900582,4352463,9.5829,3966
1143451,2202004,10.0942,4804
1029725,2269579,9.96,4566
632168,1490561,9.4874,3807
841501,4011362,10.2028,5003
1043066,3130627,10.2615,5094
1034041,2490733,9.9923,4626
897124,4413035,9.2985,3503
1137947,2737359,9.577299,3958
974582,5178440,10.2094,5021
1038707,3752591,9.653,4088
176848,3623306,10.1344,4877
335314,5554333,9.5275,3878
1031632,4625016,9.6472,4079
974981,3182384,10.1639,4934
976727,4260843,9.8646,4412
900528,4022116,10.0323,4694
9804,2304671,9.5556,3927
987394,5949431,10.135399,4880
433395,5880629,10.1461,4901
11592,6111593,10.1299,4869
144892,1083488,9.9318,4521
340872,2315521,9.6838,4136
1053579,4128959,9.3944,3656
214694,6611930,10.135099,4878
918529,2330536,9.4255,3708
513430,1030967,9.9728,4590
179000,6133154,9.3171,3533
1032279,5130654,10.164999,4936
890525,4501460,9.374599,3630
957343,3845023,9.5724,3949
140852,5458980,9.3725,3627
457239,6895146,9.924,4510
1048052,5010438,9.9791,4601
589336,181667,9.6141,4026
86815,6498630,9.4872,3804
926056,3551809,10.1412,4890
549382,1961096,9.3143,3527
887180,292799,9.8005,4310
1003357,5973327,10.1127,4833
199235,5685319,9.7976,4305
596301,2980514,9.299,3504
1138378,2696285,9.462,3769
212772,6557743,9.991499,4625
100187,6196806,9.6033,4005
1059673,2883787,10.0348,4698
1030350,2351529,9.9311,4519
1140396,2503272,9.781,4284
951816,4483206,9.5338,3890
1043098,4610195,9.5397,3900
1042325,3006866,10.2051,5010
540493,3750390,10.1492,4908
941488,4804382,10.207299,5015
718277,1994373,9.6202,4035
448517,6048590,10.3099,5182
1030019,3288816,9.7074,4174
341246,2357252,9.4703,3775
462177,8186239,9.4801,3790
529416,1261313,10.0568,4742
1032525,6107693,10.146799,4904
143520,4301058,10.048,4725
1003723,5344998,9.9705,4588
481281,2737619,9.6565,4098
1036836,5268805,9.4035,3675
1048544,3858074,9.882,4438
1030578,3768157,10.073,4773
417382,1523003,9.6895,4146
465531,1951650,9.9799,4602
287004,143307,9.6377,4064
859343,3183409,9.9054,4488
957613,3286768,10.0093,4653
926285,3179129,9.8077,4324
200723,497106,10.032,4693
619269,1780760,10.1772,4958
58028,4913399,9.596698,3992
322885,6348296,9.7916,4296
1042521,5966084,10.323599,5197
467577,6769259,9.9771,4599
917979,3227357,9.8862,4447
969942,3733885,9.9799,4603
1029648,3332666,9.717397,4189
1034938,4985174,9.8786,4431
589336,181671,9.4252,3707
894806,3054303,10.1271,4865
1035908,4611000,9.792,4297
472355,1664132,10.0345,4696
1075211,2285592,9.4252,3706
790700,2281236,9.639,4071
1032265,5311216,9.627998,4051
1138447,2689586,10.2067,5013
918645,4712243,9.788388,4291
974657,6218256,10.2065,5012
510669,2805936,9.8388,4379
969338,5079314,10.3105,5185
535430,3356894,10.0129,4661
214565,8791945,10.2731,5118
987902,5937184,9.8133,4337
475284,6721331,10.0936,4803
1031628,4134746,9.3606,3603
582295,2028543,9.785299,4287
1035394,5115268,9.3891,3649
1138698,2664987,10.163,4930
1059803,3775246,9.5263,3875
619730,1891221,10.200299,4998
939236,6299019,9.810599,4329
867624,4216587,10.0671,4757
165760,5832373,10.0748,4774
13503,3614923,10.0595,4747
1001883,5227550,9.4999,3830
1055076,4671135,9.3689,3621
1159330,681224,9.8085,4327
866755,2848293,10.1766,4956
341772,1511666,10.1297,4868
1062656,3772498,9.379698,3635
500231,481018,9.7318,4217
835254,4267038,10.3021,5166
659653,6830172,9.5533,3925
973912,2545997,10.1747,4953
910822,2255824,10.0372,4704
144752,3420319,9.4922,3817
144947,367602,10.0142,4665
461478,5367744,9.6135,4024
1056977,2400571,10.222,5041
969706,6134914,9.7289,4208
969498,5275272,9.800199,4309
696469,6207206,10.0282,4690
55809,251043,9.9548,4555
959730,4937429,10.01,4655
1045958,3624438,10.0197,4673
982488,2750374,9.8487,4390
429760,151507,9.5436,3906
937837,3053474,9.3146,3529
39380,1027585,10.301,5164
919056,4931251,10.308399,5178
1034965,4333988,9.7171,4188
582020,5168612,9.6225,4039
1035895,5296100,9.9611,4568
341719,5793982,10.043,4715
972116,3258905,9.7564,4251
1040476,4177394,10.1656,4937
985430,4751547,9.5921,3984
1055909,6138960,9.5187,3860
388005,4000931,9.7892,4292
321897,6010325,10.310099,5183
917596,5083122,10.0765,4775
178245,385345,9.5058,3839
921763,5077715,9.9426,4534
884497,4424623,10.2211,5039
969731,2859966,9.8427,4386
1039835,2244642,9.329198,3550
598726,1300704,9.3221,3540
1032798,4556171,9.8571,4403
985429,2754028,9.6451,4077
470105,6274924,9.7077,4175
263985,2236023,10.2323,5054
464183,6777776,9.902197,4486
448566,2183382,9.6048,4010
887548,3975790,9.8163,4343
1035801,3376295,9.9238,4509
909573,5938241,9.664299,4109
908581,3016402,9.5204,3865
89135,5394636,9.365599,3615
869511,5275233,9.3191,3535
663605,102528,10.1268,4861
18012,3215539,9.418598,3700
1159082,706119,10.1874,4978
1070058,5256508,9.893,4461
651468,178572,9.859,4406
422571,6915009,10.2363,5059
1056137,3274582,9.9005,4482
782364,3711499,9.6869,4143
939269,4524464,10.003599,4645
334928,1425919,9.3941,3655
1029697,3060161,10.1114,4830
191555,4573188,10.0263,4686
958330,4984397,9.6197,4033
1172502,1469593,10.0966,4807
1017781,4633452,9.6742,4123
1058318,3980680,9.5302,3883
1034517,4294500,9.3456,3577
143985,2848833,9.5495,3917
887090,4174427,9.6768,4127
145558,5007296,10.1834,4968
427136,6702468,10.127,4863
1056552,4606322,9.7922,4298
801631,3609744,9.7789,4280
918833,3654622,10.1019,4821
1003065,5169702,9.9214,4505
1042453,3459538,10.288,5139
1137260,2802852,10.1102,4829
1031257,6133192,10.2726,5117
334444,3310853,9.8718,4421
939263,2411861,10.0234,4680
1006416,3666681,9.5402,3902
959713,2820255,9.3664,3616
578315,2020027,9.6103,4015
275780,1558970,9.7467,4236
1057401,6299972,10.2039,5008
2655,6589042,10.0524,4734
946855,2940154,9.806899,4322
1041489,5248900,9.6797,4130
1026458,4849073,10.2056,5011
15429,4310328,9.7023,4164
949765,5366649,10.0791,4778
514926,6792792,9.835,4375
198799,5485394,9.941598,4533
196302,5236787,9.9259,4513
1027276,4949314,9.3832,3639
1030114,3586335,9.4823,3794
1061092,2449917,9.9952,4630
1042629,3068817,10.2575,5085
1033297,3835055,9.7849,4286
765321,4291814,9.6606,4103
885056,3826296,10.2478,5075
1032065,3538678,9.413499,3693
1054812,3686151,10.2891,5143
837897,3858760,9.575,3956
752774,230893,10.1413,4891
746928,1360758,9.4551,3760
957050,5420500,9.361499,3605
917912,306856,10.175099,4954
976585,3179552,9.811199,4330
1057586,2473915,9.6702,4118
1063145,4968177,9.579599,3960
802810,3252329,9.4337,3722
1030490,4812435,9.4136,3695
968409,4805594,9.6502,4085
988857,3894834,9.9497,4545
463846,6759621,9.3669,3617
516820,1167163,9.7672,4260
1013031,967661,10.2241,5043
1056992,2243104,10.2442,5068
894277,1441797,9.9453,4540
297181,5499247,9.3579,3599
539796,3572687,9.736499,4221
833711,4102922,9.748899,4239
743023,5152456,9.9141,4497
953131,3961747,10.1904,4981
1033375,2562528,9.4519,3753
1045259,6110927,10.2998,5163
918486,3270784,9.8555,4402
911333,2685078,10.0484,4726
535363,1009820,9.4573,3762
214097,6189527,9.9621,4571
1034608,4320441,10.2733,5119
918922,6100469,9.6283,4054
1043345,2321424,10.1622,4926
426268,6904376,9.6287,4055
1035248,2760748,9.5444,3909
958501,4184119,10.2087,5017
939167,2551226,9.5397,3901
6438,6870239,10.227,5047
1041471,2584699,9.5623,3935
1026381,5020591,9.8325,4369
1029644,5172484,9.4778,3785
575607,1931905,10.0899,4796
180992,6166431,9.36,3602
167807,5030729,9.8395,4381
601612,1857309,10.2578,5087
7105,1889940,9.9929,4627
507796,2326416,9.8125,4334
1001147,2643599,9.9965,4634
186527,3331814,9.6041,4008
517766,2768478,9.3781,3631
286987,3408640,10.1667,4941
509559,5642061,9.4205,3701
273106,1237125,9.3869,3646
416780,1092942,10.2598,5092
1033041,5304967,9.3301,3554
52684,4235535,9.6737,4122
923130,5184252,9.4067,3684
337153,2247864,9.3097,3521
1033434,2457013,10.1888,4979
880967,2322308,9.3306,3555
735093,1956293,10.1968,4989
927366,2278741,9.4126,3691
1046542,4694151,9.730899,4214
1055799,5078891,10.0831,4785
335287,6966723,10.2277,5049
402664,6749376,9.7138,4184
1034443,3144408,9.5726,3950
595922,8467615,9.858,4405
143439,3813266,9.803,4315
786701,4105513,9.7945,4302
670412,958765,9.3709,3625
335389,1717156,10.0138,4663
1036032,4274972,10.2579,5088
1042634,6131343,9.8034,4316
651279,611895,10.0417,4712
341058,2142187,9.5266,3876
671360,2154949,10.2287,5051
341202,1432426,9.6983,4158
883888,3310947,9.4019,3674
334404,5794533,9.3082,3518
974970,3994070,9.945,4538
1048710,2869664,9.6536,4092
1030040,6109848,10.101799,4818
1043302,3064004,9.9691,4584
810622,3859515,10.1548,4918
1030763,3910989,9.4436,3737
1037173,4756422,10.143,4895
729645,6875325,9.8016,4313
201314,1798839,10.3298,5206
1034820,5112066,9.5733,3952
336872,6657474,9.525998,3874
790672,6304774,9.350399,3585
1038837,3496030,10.244799,5071
1047783,3662111,9.296,3502
448056,2424641,9.8966,4472
489076,689700,10.0992,4812
1055356,4123064,9.4048,3679
921855,3697710,9.718,4191
963628,2873721,9.4055,3683
897386,2336302,9.5516,3920
1004136,4529299,10.1845,4972
1041104,2995846,10.1286,4866
83686,420744,9.3469,3580
1033463,2783955,9.5309,3886
880530,2379109,9.8492,4391
1052637,3706282,9.387,3647
894308,4324648,10.0933,4801
1002782,5237539,9.9851,4612
9343,3747249,10.1145,4837
1044972,3576182,9.8126,4336
1137425,2787250,10.0902,4797
1035212,2356667,9.5208,3866
958345,4480839,9.4898,3812
1031212,3197657,9.802,4314
1003353,5031663,9.3946,3657
439533,5874744,10.0124,4657
799874,3796692,10.0944,4805
538035,4412841,9.828,4361
532136,6754497,9.9894,4622
826431,4982818,10.215,5029
951174,4247913,9.8675,4416
887936,2283169,9.4247,3704
1041432,4848389,9.9789,4600
1031426,2641130,10.2597,5091
1055978,4991855,9.3327,3558
1177507,1323004,9.7763,4275
1062715,4235824,9.4888,3809
1034398,5007604,9.622599,4040
938523,5089799,9.7563,4249
1040115,4004124,9.3508,3587
856078,3500703,9.9655,4576
935392,748317,9.898399,4478
1034381,3683449,10.0177,4672
812864,4394720,9.706098,4171
1138914,2642967,10.310498,5184
968273,2583854,10.036,4700
540416,899632,9.3447,3575
429033,1731967,9.7128,4181
213264,3344774,9.9616,4570
1039991,5079323,10.2347,5056
652145,1991098,9.8972,4475
940191,2402889,9.8057,4321
399247,296102,9.8962,4471
1062045,3731075,9.9095,4490
588562,1592567,10.221,5038
1031846,4222646,9.5198,3862
1142274,2321252,9.653099,4090
449092,1005789,9.9142,4498
940290,5121240,10.2959,5157
1046847,6127558,10.1734,4951
1031872,4121000,10.215099,5030
831455,6311588,9.6951,4152
300987,2164555,9.5308,3885
619564,6796100,9.5274,3877
669074,7165939,9.452,3754
448573,1670068,9.9958,4632
213227,446854,9.5286,3880
1142060,2343289,10.1967,4988
1032442,4976298,10.0366,4703
881134,4002886,9.7435,4227
549706,3284947,10.2006,4999
718011,4692727,9.535,3893
589740,6937377,9.7023,4165
972501,5442435,9.9607,4567
481672,1716923,9.639499,4072
619023,340260,9.8054,4317
1057045,3188987,9.5132,3850
1034297,2320795,9.5348,3892
985421,5083668,9.8178,4344
1150982,1494391,10.0798,4779
1002208,2911316,9.5151,3853
1045640,3675407,10.3022,5168
900660,5067422,9.7861,4288
939175,5090384,9.6967,4154
994230,3394284,10.2466,5074
991249,2387597,9.6221,4038
1031356,4066243,9.9614,4569
802170,4245802,10.1193,4848
938915,3961108,9.5847,3970
1037372,4519930,10.216999,5034
1004265,3807664,9.6241,4042
298623,750450,10.0531,4737
1048039,2372558,9.3787,3632
1029870,5254193,9.3009,3509
432955,6805246,9.8807,4433
1079447,4914085,9.956,4557
135990,5259758,10.3068,5175
443446,3275881,10.1175,4844
804071,2409256,9.4991,3828
1027439,3405648,9.5071,3842
76049,1424527,10.1358,4881
1002262,3806880,10.0129,4660
1137801,2750808,9.5965,3991
335759,6584942,9.327799,3548
894404,2994058,10.0515,4731
1006918,3936358,9.5163,3855
942747,3730983,10.062,4751
619281,1095110,9.8549,4401
1033967,4767322,9.6419,4075
187285,5583821,9.4008,3668
927959,5362602,9.3098,3522
1053159,5930578,10.3212,5195
1037347,4438459,9.5985,3994
143434,3524450,10.2549,5083
1158980,717786,9.872899,4422
477385,2821420,9.8217,4350
144840,6221919,9.8619,4408
617658,2072860,10.2358,5058
1024115,3061700,9.3642,3612
787566,4512524,10.2398,5064
979829,3784535,10.2688,5105
1143033,2244571,9.5309,3887
213803,4657733,10.094899,4806
1038209,3699495,9.6502,4084
517130,324765,10.1314,4872
144915,793908,10.0243,4682
1143170,2230522,9.461699,3768
298098,6113584,10.193499,4985
940383,5267472,9.4874,3806
1059672,4922066,9.7448,4232
399300,6803969,9.4829,3795
446911,2173007,9.7523,4243
1155527,1064748,9.9285,4516
809303,4666298,10.0688,4760
909289,5140384,9.6282,4053
519997,434540,9.416399,3698
522012,8613553,9.6985,4159
1069537,4577757,9.8947,4466
290831,1177369,10.1913,4982
542705,6765579,9.723999,4201
1138531,2681001,9.4796,3788
651388,4621594,10.2019,5001
214139,2445604,10.1988,4994
461216,6178981,10.129,4867
41207,4666500,9.8837,4442
1047578,4240481,9.9158,4500
1035427,2992941,9.718,4192
1048265,2546938,9.4442,3738
1034372,3545139,10.0906,4799
1030496,3711744,9.9434,4537
1063875,3132538,9.8079,4325
869658,4850794,9.9426,4535
1036307,4666928,9.3637,3610
985954,5433447,9.9258,4512
1138224,2711599,10.3194,5192
1038568,6113985,9.4404,3731
545902,7001477,10.2128,5027
1154092,1195677,10.0361,4701
1034403,3120213,10.161299,4925
448685,1752145,9.8678,4417
869644,2835969,9.7705,4266
1183133,803834,9.4843,3801
797808,4903527,10.0589,4746
892119,4019455,9.6121,4020
1033349,3199754,10.2375,5060
578528,6843931,10.1406,4889
927579,5949641,10.1229,4857
1042790,4020950,10.0029,4643
340951,2383116,9.7235,4199
1036052,5305131,9.3135,3526
1041487,3585651,9.8539,4400
199363,5522426,10.1204,4851
612369,1551842,9.5295,3882
974389,806700,9.9587,4564
203715,1310117,10.0215,4676
1042396,3865516,9.3393,3568
115689,1746558,9.5986,3995
331225,5593399,9.7958,4303
672678,7878954,10.1488,4907
618590,1955178,9.7583,4253
1026544,4675350,9.5365,3895
877516,2066615,9.602099,4000
652060,1331049,9.7136,4183
411864,1872726,9.777,4276
969300,2442012,9.5324,3888
341097,4293451,10.139699,4888
518072,1709296,10.1418,4893
923172,2803344,9.5832,3967
1030897,4109933,9.3551,3592
805652,4192656,9.8496,4393
652524,2966762,9.805699,4319
1048486,3365575,10.0353,4699
1137878,2743269,9.8081,4326
297488,6450370,9.551799,3921
843099,2391820,9.5855,3976
406308,2741988,9.3284,3549
799147,3891009,9.7564,4250
213907,1241791,9.9111,4494
1031505,3699900,9.4892,3811
1078086,938588,10.272,5114
1027787,3990829,9.3838,3641
958285,4640036,9.7479,4237
1053506,5201916,10.0634,4752
961334,3677105,9.8976,4476
1040678,5044675,10.0526,4735
969286,3719021,9.6538,4094
213597,6489284,9.3708,3624
841547,5411580,10.2328,5055
1056822,2956824,9.3649,3613
1041419,3732271,10.1381,4885
535566,6352750,10.0583,4744
387544,4124667,9.9913,4624
144619,2645024,10.1517,4912
525062,1053140,9.9124,4496
1056741,4098726,10.185899,4976
939622,4282506,9.37,3622
879222,3120778,9.4903,3814
143498,5439534,9.9027,4487
1039733,3880194,10.1005,4814
306088,3857469,9.3327,3559
56629,1713587,10.1776,4961
974997,3530423,9.5731,3951
140583,4679436,9.3555,3594
1046500,2380114,10.0153,4667
635523,207522,9.7702,4265
1057679,5380873,9.6675,4116
470214,5450635,9.4958,3827
1038570,5119042,9.586,3977
1055773,3708708,9.4136,3694
1056750,4865166,9.3508,3588
890152,2843567,10.143,4896
7654,5965292,9.6969,4155
660201,2161711,9.4488,3749
8514,3728811,9.7188,4194
1032121,6217817,9.7552,4247
1055313,3768471,9.454198,3759
1043554,3928723,9.3165,3532
1039795,2990257,9.699,4160
611194,1282954,9.5001,3832
883091,4611505,10.1682,4945
899072,3844001,10.1204,4850
437807,1068040,10.2447,5070
974421,3069970,9.539,3899
336897,5572233,9.5744,3955
939532,4517792,9.3174,3534
762682,3674320,10.0434,4719
1077612,4352534,10.1056,4826
1038605,4299738,10.0824,4783
985337,3440685,9.6518,4087
1019628,2730108,9.3339,3561
1053658,4526078,9.638997,4069
214092,6444306,9.3516,3590
958984,3655856,10.1178,4845
918680,3834068,9.4674,3773
1029643,2739587,9.9888,4619
1038979,2259689,9.718,4190
99709,1810694,10.3071,5176
899820,3384871,9.4314,3717
337582,1076118,9.4078,3686
1039652,2678116,10.0862,4792
1039099,5205381,9.7876,4289
1032947,5988458,9.6708,4120
448657,7152192,9.8696,4419
646303,2966762,9.805699,4318
1033127,2396763,9.6436,4076
1040246,5117536,10.184699,4973
1033206,5374317,10.2902,5148
1035742,5394385,9.5852,3974
94491,2485859,9.8484,4389
1032247,3834812,9.9231,4507
445716,535144,10.2763,5125
1031615,4289240,10.0163,4669
793119,4767627,10.0009,4640
868495,4828141,10.1984,4991
1147140,1861218,9.5919,3983
989031,3396014,10.118,4846
1033798,3072136,9.687199,4144
540014,1020645,9.7465,4234
1068747,5929350,9.3652,3614
727624,5315732,9.7586,4255
608818,5904660,9.8161,4342
1037659,3248923,10.1671,4942
145630,6391438,9.585298,3975
615379,1017139,9.3497,3583
1054939,5149830,10.1139,4835
1176044,6948267,9.7238,4200
335709,6106993,9.5475,3916
213839,2237953,10.0076,4649
937124,4175605,10.2296,5053
214483,2223539,9.569,3948
919721,2256694,10.0383,4708
485773,6283936,9.444699,3739
1053751,4146519,9.4664,3772
1003209,3844996,9.833,4372
1150688,1523762,9.8297,4365
925971,3219108,9.398099,3662
461404,5889955,9.7016,4163
1173547,350083,9.604,4007
437787,1451655,9.5847,3971
930416,4345425,9.5471,3914
1145960,1969159,9.472399,3778
1037978,3455785,9.8737,4423
