qid,pid,score,row_number
956661,5180034,10.2436,5353
420326,4480033,9.5237,3977
286953,6618072,9.7369,4366
1059556,6115364,9.3332,3633
775796,5409866,9.877498,4618
1172533,1437369,9.4417,3835
337693,2535910,10.3108,5456
770840,3432156,10.160898,5185
522577,813680,10.1497,5158
72145,6422760,10.2585,5377
770888,6127850,9.4371,3827
1053993,3373745,9.348,3651
790922,2318719,9.3613,3677
777246,3568894,10.1533,5171
1031840,3146247,10.2457,5359
346498,5581131,10.205699,5273
666867,5917472,10.2931,5428
486050,5725349,10.0495,4961
619430,6923984,9.328899,3626
540368,1662841,9.9212,4700
18903,3420074,9.71,4319
438304,7007561,10.2598,5380
255401,3735720,9.855699,4576
1035985,2804984,10.0434,4943
767736,4682755,9.7755,4440
167483,4934090,9.6032,4132
485850,4719117,10.3067,5447
877108,3975848,9.8961,4648
1029851,5417375,9.9839,4817
818050,4054384,9.817699,4500
1048329,5035551,10.0798,5019
625567,1411225,9.5931,4117
324660,1698121,10.072,5011
335481,3430249,9.9897,4834
582700,6785866,10.1583,5179
461290,1900096,10.198,5253
909554,3099620,10.102899,5067
461636,730980,10.166399,5196
1176070,6945954,9.8426,4548
746831,7099726,9.3131,3600
335483,6207480,10.0469,4950
61512,7419404,9.4969,3931
310653,2317516,10.1964,5248
27305,5118200,9.895,4646
618075,7023825,9.5653,4061
692893,2152978,9.561,4055
651856,6756839,9.4551,3854
198293,1899905,9.7523,4387
24847,6625933,9.5889,4110
1058623,2324213,10.0893,5039
876139,4878455,9.6296,4194
85758,674112,9.8715,4606
828081,5304779,9.4606,3866
1041506,3902193,10.2104,5281
936444,5285527,9.9673,4788
1034233,2327204,10.2745,5402
245172,2505466,9.9805,4811
181302,7426656,9.9161,4687
306149,865750,9.3459,3647
1034275,3331462,9.8905,4637
939183,5945001,10.118494,5104
367098,4759610,9.5339,3997
516064,1583400,9.4288,3810
802139,4446197,9.5051,3943
214032,2862048,9.3962,3740
1175091,7035839,10.1977,5252
554460,1194114,9.6063,4138
1175926,6959162,9.525698,3982
870479,2801267,10.0475,4952
650200,1022767,9.932,4727
959820,3666892,10.047,4951
638625,1515982,10.2705,5395
1030080,1158396,9.8609,4584
752468,1965338,9.8786,4619
279314,1862214,9.9436,4747
970177,4117376,10.0614,4990
973383,5133225,9.7796,4448
331749,6448228,9.5363,4003
573460,4508286,9.541297,4016
670326,928177,9.464698,3875
461274,6730172,9.9588,4777
446179,7907284,9.4819,3908
529405,4864746,9.7224,4337
954710,4765311,10.0091,4885
810402,206115,9.4349,3823
584005,2940237,9.8308,4528
419434,8286361,9.4488,3845
244967,3942117,10.0192,4900
1053871,3053220,10.199798,5258
406023,5411771,9.5689,4069
449746,1369145,10.2182,5294
447320,1779493,10.0519,4967
1152313,1373510,9.612198,4155
219916,6637117,10.196,5247
1025958,3593350,10.291399,5423
28831,5523968,9.7433,4374
1047236,4631578,10.165999,5193
388537,1253567,9.4243,3800
162536,6405908,10.0988,5057
1030265,4867974,10.1543,5174
201179,7062507,9.8296,4524
1041757,2345572,9.7863,4459
508877,1931966,10.2085,5279
977490,2887556,9.5285,3989
479598,923571,9.9468,4755
1136980,2830652,9.974799,4800
506345,2715454,9.3656,3683
63565,5762828,9.4564,3856
769804,4822866,9.333499,3634
1154054,1198596,9.6131,4157
1031860,4553341,10.1547,5175
737366,1089645,9.47,3890
235368,5241314,9.4695,3887
506500,1787283,9.8998,4655
946519,4649152,9.3781,3710
918791,5938766,9.845999,4557
71169,5991792,10.0218,4906
144989,5515027,10.1802,5221
323585,1523790,10.1331,5135
954448,870724,9.8688,4599
497931,177363,10.1213,5111
469106,6067479,9.6068,4140
945484,3235120,9.317599,3605
991360,4705907,9.7007,4306
942573,4678197,9.3025,3580
831209,5977648,9.8247,4515
726511,393265,9.4441,3838
764689,22884,10.108299,5079
907484,2993694,9.824,4513
18938,1744720,10.232,5324
642411,1690463,9.9141,4681
944067,4242345,10.1904,5236
424459,2042541,10.313,5467
337059,6017409,9.5541,4044
334147,6615453,10.0299,4921
422988,3442183,9.3317,3629
941034,4756554,9.5187,3964
1048085,5360854,10.2385,5339
254636,4875444,10.2026,5268
332085,7017124,9.5374,4004
263941,1521430,10.0376,4935
1176679,6890736,10.2733,5399
847625,2559906,9.3614,3678
189501,707595,9.521,3971
767536,2708709,9.608,4143
1031522,4091560,9.6886,4287
763115,3009502,10.0146,4893
692708,4353718,10.0298,4920
845169,6119691,9.7666,4421
160057,1709084,10.3137,5472
1048622,5310711,9.9939,4843
506476,1186307,10.2259,5311
919238,3946281,9.911,4674
1057146,3229579,9.6716,4262
842278,5120782,9.3194,3607
1040753,2638672,9.455,3853
1001982,4658220,9.4211,3793
520426,1228373,9.7637,4411
921903,3514161,9.9972,4851
276632,2750166,9.6994,4303
1035376,3951435,10.2402,5345
525778,609455,10.280399,5410
304791,960851,9.5743,4081
210198,3032335,9.936699,4733
926801,3600371,9.3329,3632
1166992,6844449,9.7067,4313
1032501,4891338,9.9872,4827
242947,1215565,10.0615,4991
1042472,2306304,10.0581,4982
1138465,2687991,9.6586,4242
1059517,3000776,10.1496,5157
1078879,4974815,9.7234,4343
225522,1963447,9.8441,4553
729887,6717386,10.171999,5204
1046796,4365399,9.4153,3779
741295,2086606,10.0942,5050
56312,2912519,9.8437,4550
12691,3711264,9.8927,4643
460842,5098800,10.1872,5232
1180150,3893059,9.7433,4375
240164,5576086,9.9929,4840
86727,5251449,9.5884,4109
291467,523735,9.8616,4586
593284,958660,10.2417,5348
1151998,1400501,9.9046,4666
1052404,5055532,10.0467,4949
77848,592584,9.918099,4691
516099,6826655,9.651099,4229
578017,2138157,10.1013,5064
789973,3861499,10.0894,5040
168615,2477147,9.4936,3928
43445,4966109,9.9475,4757
894249,2431165,9.6209,4178
945754,4103977,10.242,5350
598451,2166986,10.2519,5368
1036180,4049485,10.0009,4861
616988,474942,10.1934,5243
1053870,5406096,10.288397,5420
166035,6777567,9.433899,3821
446089,2121252,10.0606,4989
803776,3938706,10.28,5406
76009,170825,9.3797,3716
1038381,2284233,10.1796,5218
887287,2716372,10.1795,5217
1056273,5204340,10.1508,5164
229478,6371083,10.2401,5344
86374,1237909,9.7763,4442
589531,6048926,9.6227,4180
513710,6700126,10.0127,4890
449174,6807570,9.3487,3653
1147070,1868133,10.1118,5090
1144402,2115998,9.7874,4461
517301,1418677,9.4885,3918
423396,1382621,10.1663,5195
669339,1480944,9.9263,4707
414336,5915849,9.8073,4483
425294,2012287,9.7679,4429
367078,5003089,10.1288,5125
743370,2364480,9.968699,4790
338776,5866384,10.2494,5367
310395,5483798,9.2953,3569
1172148,1823337,9.4845,3914
792740,4937295,10.2061,5275
428511,8550667,10.0829,5029
1034770,4014076,9.3007,3574
831197,848027,10.2361,5334
845853,4182459,10.2189,5296
258833,5848556,9.6771,4270
1165902,7883460,9.994,4844
1016765,6128348,9.9836,4815
900755,2651697,9.9972,4852
1040385,4229653,9.541399,4017
668658,699797,9.3123,3597
1047594,4140676,9.8704,4604
423489,6848053,9.3236,3615
228942,758471,9.971,4793
291559,5725036,10.0265,4914
693506,973526,9.377499,3707
1040396,3828696,9.5228,3976
653150,7751105,10.1511,5165
906147,3795021,10.1112,5086
228926,3049103,9.59,4115
501573,2162509,9.9514,4763
685418,1930527,9.483599,3912
942777,5370925,9.7416,4371
885038,601050,9.4154,3780
461572,6884672,9.5668,4066
72339,6603815,9.9123,4677
1042614,2735978,9.6933,4293
332958,4973291,9.406,3761
1035174,4373604,10.0901,5043
108086,1213294,9.304,3585
935698,3350544,9.3384,3638
823065,2696101,9.9643,4782
128138,4189833,9.3543,3668
1034808,4991972,10.2602,5381
281218,2934545,9.5772,4086
128882,3157883,9.626099,4189
938375,2281339,10.3169,5479
28366,3953306,9.5155,3958
653191,5396757,9.3269,3623
1040582,6093872,9.3733,3699
662001,3234406,10.1115,5087
1137127,2815390,10.2695,5392
940589,4217048,9.8084,4485
659293,3080144,10.0691,5002
743352,868005,9.3773,3706
649523,273144,10.1933,5242
867640,4010403,10.0033,4865
1031312,4533871,9.5425,4019
502818,23713,9.576799,4084
1176351,6921072,10.1025,5066
1031220,3147430,9.6169,4168
534769,420397,10.2133,5286
667882,1402648,10.0664,4998
714578,1393286,9.977,4804
1071473,453198,9.4698,3889
240929,5735600,9.7885,4464
669327,1054551,10.084,5031
166252,3327395,10.1375,5138
603843,3907613,9.5786,4090
1035063,3794077,10.117397,5102
1152313,1373504,10.0901,5041
669374,3722346,9.5171,3961
1042466,5402926,9.7568,4399
242859,1786148,9.9552,4771
498568,5909276,9.4623,3869
1036698,5316641,9.777299,4445
910843,4768723,9.586697,4106
470876,2162452,9.9373,4735
892523,3931175,9.9159,4685
1024787,3291773,9.583,4099
595323,2199980,9.542,4018
84198,2561200,9.7581,4404
331245,3444094,9.549,4037
1032740,589358,9.431499,3817
340491,1902148,10.3179,5482
725824,1326642,9.7658,4417
171747,878415,9.5968,4121
1036379,4904634,9.8956,4647
1048323,4196006,9.9743,4799
17578,1805637,10.297,5434
416706,2086050,9.9714,4794
202436,1238622,9.4029,3754
259962,5595627,10.2237,5305
1034765,5197483,10.2707,5396
956298,3129150,9.3918,3730
250375,5090588,9.5002,3933
789380,2501558,9.3707,3692
159959,6500236,10.234,5327
2453,5400295,10.2614,5385
1005142,4204312,9.8769,4616
1000609,2411772,9.85,4567
217952,501052,9.958599,4774
945446,4584075,10.1828,5228
212790,4959563,9.7006,4305
425936,3431107,9.7358,4362
442506,229582,9.4479,3844
601029,621062,9.890294,4635
1159222,691153,9.6074,4141
258731,1875606,9.4675,3886
1023720,4585803,9.475797,3896
1053859,3053220,10.199798,5261
866647,5164438,10.0818,5025
247251,1525667,10.0008,4860
186305,786137,9.7253,4347
56170,4668784,9.9197,4696
959765,2393297,10.2187,5295
80916,5723623,9.839,4543
942241,4624111,9.7361,4363
208111,3520543,9.6483,4225
586460,296816,9.8482,4562
229068,316270,9.3853,3724
1035991,4222884,9.5342,3998
86892,3322757,9.5393,4010
1034696,4905883,9.8134,4493
228982,7054284,10.1457,5146
335747,6262279,9.4825,3910
951198,2406668,9.7143,4328
991006,3674858,9.393,3733
902901,3936830,9.9797,4809
756852,2034466,9.7664,4419
432605,1922454,9.4127,3770
479381,6978730,9.418499,3786
1048285,2872273,9.7042,4309
454344,428807,9.6154,4166
865585,4949491,9.5392,4009
491482,1701838,10.1195,5107
49843,6628943,10.0239,4910
1176385,6918207,9.9845,4819
426899,1668156,9.9461,4754
85142,470228,9.823699,4511
1048431,2847759,9.5246,3980
1185545,1280491,9.3055,3589
462081,6766441,9.9732,4798
950140,2315863,10.0718,5010
294342,51694,9.8222,4507
330535,5149188,9.7569,4400
119254,2469642,9.4181,3784
724381,1218278,10.241,5346
11007,4865070,10.0104,4887
1079053,5950886,9.8621,4587
170536,890217,9.9162,4688
945467,2789985,9.9304,4720
416024,1531238,9.6133,4159
1034267,2653503,9.985499,4822
1036325,4978701,9.3977,3746
281148,351782,9.6337,4201
642394,7015867,9.8966,4649
506859,1912536,9.568099,4068
1030551,4614015,9.332799,3631
173638,4901407,10.196799,5251
508389,6949025,10.0102,4886
721303,7658629,10.248799,5366
629707,158979,10.3042,5445
1141676,2377964,9.476399,3901
766297,2898953,9.927,4709
198948,255257,10.1493,5155
599522,4131591,10.21,5280
869194,3003822,9.6325,4198
505197,434304,9.347999,3650
630526,6082579,9.595099,4118
1036745,3329813,10.0842,5032
72662,1482441,10.0522,4968
1158082,809248,9.8187,4502
67141,6766221,9.6257,4188
792957,3726983,9.876,4613
83323,5793533,9.653999,4234
953807,3889342,9.4111,3767
194801,5616940,9.6864,4284
973170,4330920,9.5436,4022
518041,205599,10.2849,5416
10993,2119623,10.1172,5100
749857,1737175,9.62,4173
447163,391383,9.6467,4223
472745,7232966,9.5453,4025
945435,4231123,9.7873,4460
286370,2146651,10.2558,5371
69706,6150636,10.0347,4931
583516,1161288,9.5121,3952
334861,2169541,9.3858,3725
991897,5076912,9.385,3723
62164,794421,10.2347,5330
461512,39307,9.5382,4007
1028040,4242123,9.7021,4307
652003,1060661,9.4109,3765
968976,2509017,9.5128,3954
424454,6196543,10.307399,5449
145836,1781641,10.2035,5271
802321,3699815,9.5004,3935
463171,6968558,9.458599,3860
956938,3015557,10.2294,5316
8556,3655948,9.5782,4089
509255,1332299,9.7207,4336
1033616,4712024,10.2398,5343
99967,4769997,10.0901,5042
414170,2180813,10.1665,5197
479574,392360,9.9883,4831
584684,1444725,10.1502,5161
1041746,3379643,9.9428,4745
1000576,5031595,9.7424,4373
31533,5412394,10.3182,5484
435876,598243,9.359,3674
82809,3912418,9.7827,4453
228807,345570,10.214,5288
509251,6019162,10.1559,5177
648235,3932788,9.8534,4573
56169,2213425,9.612,4154
210513,6474007,9.876,4612
586081,2656823,9.9283,4713
939005,2710495,10.3168,5478
982138,4475388,9.7336,4357
1167297,6579072,9.5019,3938
1023567,2575908,9.9534,4765
448708,5569021,10.2989,5438
1053310,4137412,9.8487,4564
1144621,2093182,9.9418,4743
517663,7047800,9.9226,4701
418710,4105816,10.1271,5116
290725,4578995,9.509799,3946
354057,2428750,9.7354,4360
947351,3955795,10.2852,5418
798947,3199071,10.3011,5441
688366,5420371,9.5753,4082
550740,118530,9.6081,4144
592354,725833,9.572,4075
773709,4732078,9.9611,4779
433216,6985051,10.182799,5227
1034769,3679650,9.8999,4656
192460,4018552,10.0091,4884
586845,535382,9.4891,3920
246143,5697957,9.491199,3922
249368,5691853,9.3305,3627
626138,6565841,9.3996,3749
951237,688590,9.332399,3630
1182723,1219064,9.4247,3803
1046487,4450712,9.9777,4805
1048369,3803107,9.9129,4679
653130,897010,10.299,5439
640130,1839670,10.1211,5110
1029776,2382272,10.2194,5297
178810,729280,9.447,3842
501780,6200277,10.2414,5347
952936,5988651,10.1749,5212
254465,905715,9.5895,4114
630689,2132501,9.373,3697
646652,6033071,9.6324,4197
1040188,3197800,9.4589,3862
242598,6806825,9.411098,3766
599721,6668130,9.543399,4021
509228,1204814,10.2259,5310
710321,6203848,9.362,3679
658103,1544721,9.6089,4147
1032973,3729636,10.2061,5276
777379,2372421,9.5316,3993
26445,6484085,10.1609,5186
197405,6344845,10.233399,5326
264754,707879,10.0728,5014
258962,2935147,10.3221,5492
418300,5770103,9.3543,3667
38866,6368110,9.790197,4466
956456,6140495,9.6496,4227
629714,1043086,9.301,3576
115350,5077929,10.1542,5173
1051425,6299341,9.6141,4162
265968,450096,9.9851,4821
723753,4642611,9.7988,4475
651305,1027852,10.2386,5340
63526,6464636,9.5594,4053
1034309,4879116,9.9205,4699
362040,1639654,9.303,3582
894271,5352793,9.6274,4190
595009,4204938,9.731099,4355
1034278,2685641,10.1638,5189
159968,402213,9.7564,4398
330892,5555113,9.8627,4590
582193,786809,9.6859,4282
213546,4117874,10.317596,5480
570836,6039832,9.466399,3880
669569,1817170,9.8894,4633
769216,4855200,9.8394,4545
175248,139961,9.9344,4731
1155398,1076866,9.3716,3695
991860,3916977,10.2261,5312
310342,5846112,9.491499,3923
945435,4231121,9.9847,4820
667616,4061089,9.5807,4093
12610,209708,9.7917,4469
1016507,4733913,9.3757,3703
426649,6789686,10.1803,5222
1056388,3700738,10.0948,5053
408596,486324,9.906899,4669
28422,2998746,10.0692,5003
1034794,2730844,10.0664,4997
833207,3505387,9.8845,4626
424456,866736,9.9944,4847
736674,1092290,9.6501,4228
947872,4547451,10.1508,5163
77834,1313565,10.1004,5061
559552,2129819,9.9303,4719
508195,1729565,9.4136,3773
303275,6525637,10.2016,5265
964423,4269833,9.7363,4364
890530,3582171,9.5273,3987
171287,4377733,9.9009,4657
3273,5713492,9.6212,4179
341573,1821007,10.0525,4969
954365,162687,10.3011,5440
414901,3630492,10.2438,5355
1038415,2318517,10.0394,4938
302748,4108645,10.0489,4957
619278,1668487,9.5892,4111
465524,4002864,9.5444,4023
506887,2154073,9.562,4057
403848,6989590,10.2958,5432
177224,2229066,9.7488,4380
508831,2116561,9.5837,4102
414048,982734,10.1422,5143
589790,1534436,10.2696,5393
566748,1895374,9.449,3846
1039489,4946317,9.8688,4600
288484,591098,9.450599,3847
795213,3340501,9.4703,3891
717222,1320007,9.7297,4354
299973,4638396,9.8249,4516
327163,5350609,10.2801,5407
10961,1923899,9.9362,4732
1023734,4540942,9.8512,4569
11560,4299776,9.6153,4165
719877,7622584,10.0555,4977
225471,2252133,9.3017,3577
332145,7057011,9.7345,4359
964376,3397257,9.723799,4344
617454,424597,9.7769,4443
186380,678705,9.8867,4629
953745,474942,10.1985,5256
985001,3420086,9.5626,4058
448590,4072331,9.4808,3906
913647,5338842,10.3227,5494
163834,2416783,10.2392,5342
693605,940301,9.868,4597
964413,3391013,9.794299,4470
629307,160441,10.2158,5290
525729,4113304,9.581,4094
1047795,3290944,10.3149,5474
1026466,3479461,10.311699,5457
868304,3872784,10.3048,5446
51037,4044004,10.3212,5490
1042819,5425175,10.2597,5379
1164414,147107,10.2017,5266
421227,6749118,10.2329,5325
928971,3726945,9.6574,4237
579017,5884751,9.5125,3953
263592,2917550,10.031,4924
471253,1936490,9.326,3621
795502,3959419,9.4144,3776
1038927,3396132,10.2801,5408
873068,3079858,9.3234,3613
135980,3249789,9.5345,3999
179645,5089273,9.6411,4215
651803,3880507,9.7052,4310
1036616,4271495,9.8273,4519
582187,392827,9.4133,3771
251563,3470873,9.9066,4668
831227,5281017,10.328,5502
491884,3247997,9.777199,4444
367945,5786991,9.511,3949
251696,4049613,9.3787,3713
13145,5494579,9.553493,4042
1038450,6299251,9.8969,4651
67310,6353197,9.5113,3950
682062,344329,9.4515,3850
255700,3725319,9.871897,4607
450168,6282810,9.9316,4725
229052,2303789,9.298,3571
588751,6793096,10.313399,5470
415602,6947641,9.400899,3751
493008,2742090,9.7578,4402
115143,3059420,10.1359,5136
910287,71523,9.7965,4472
340966,2826293,9.9658,4784
898015,3231661,9.8491,4565
340012,2626407,9.816699,4498
250704,5302494,9.3493,3655
1148119,1773984,10.0202,4904
811604,4195548,9.8166,4497
327516,6082956,9.429,3813
918493,5971191,9.5729,4078
517212,1410328,9.6929,4292
243787,2018561,9.752899,4389
834995,4737373,10.1732,5208
974635,6106478,10.0368,4933
964739,4132091,9.9827,4812
1003791,2875558,9.3973,3744
335722,283223,9.6236,4183
652777,1539001,9.9731,4797
770902,4301050,9.8027,4480
1035543,5064898,9.7537,4392
236005,1788162,9.6407,4214
455534,6079080,10.1479,5152
1057260,4056950,9.8202,4504
280636,890600,9.8239,4512
222163,6353377,9.9979,4855
1155187,1092214,9.571,4071
1056272,4557254,10.0557,4979
1035515,5223865,9.966199,4785
484811,963415,9.4185,3787
1054649,4558708,10.2257,5309
1053439,3251827,9.7232,4342
1035466,2262871,9.6729,4263
1041898,3990094,9.3793,3715
339783,421833,9.5998,4127
821447,3972610,9.7884,4463
341237,4400666,9.6151,4163
918790,3909652,9.518398,3963
862779,4979276,9.9689,4792
973858,2460767,9.8937,4644
1038989,4580409,10.0279,4917
597015,1764703,9.3919,3731
964892,3321124,10.0726,5012
250424,4169339,9.7532,4391
228501,762028,10.212,5285
335484,5015827,9.604899,4136
46103,5570506,9.8691,4602
200909,2467004,9.6459,4222
1030998,2662558,10.2449,5356
762921,3646813,9.7989,4476
1036179,3169756,9.8832,4625
1042703,4990692,9.6828,4278
163225,5460898,9.9023,4660
289920,2067577,9.4603,3865
77369,392354,10.1916,5239
729882,2022547,9.6332,4199
698663,1697290,10.1759,5215
1160017,615792,9.6685,4257
1041836,3027336,10.0498,4962
115290,3857557,9.8336,4536
7558,3824904,9.8992,4653
473684,3795293,9.9181,4692
155405,1010714,10.1806,5223
692864,700658,9.3214,3610
1140380,2504961,10.1278,5119
1049752,5363246,9.3735,3700
1054277,3176164,10.1555,5176
1036910,5204052,9.8069,4481
87113,2471897,9.6084,4145
586549,254863,9.6918,4291
76015,3868066,9.9503,4760
898193,5311623,9.4774,3904
272430,1486070,9.6078,4142
1038578,6113017,9.8099,4486
251298,3785399,9.4621,3868
1042961,2694538,9.6827,4277
768100,5155632,9.611,4151
1040560,2755605,9.8858,4627
497123,639317,10.0063,4873
1064549,3053622,10.2436,5354
581503,2216626,10.130999,5130
1033679,2473156,9.7667,4422
685421,447873,9.983699,4816
1034727,5229830,9.3227,3611
26497,3142142,9.3693,3690
1145803,1984535,9.8385,4540
256053,542968,10.229699,5317
303135,5036751,10.1165,5099
1009689,5181243,9.3288,3625
583152,5665337,9.9882,4830
582246,969490,9.5048,3942
1031890,5269520,9.344,3645
143554,1013765,9.876,4614
420499,3487323,10.0013,4863
250421,2142602,10.0545,4973
619694,423058,10.1146,5096
806427,5930440,9.8792,4620
92454,6408595,9.428,3807
487263,749968,9.8626,4589
964403,5296663,10.2485,5364
86521,5777003,10.1499,5160
908325,4445419,10.2555,5370
958723,4900409,9.5295,3991
306596,2930125,10.1497,5159
286173,693208,9.7389,4367
709163,5924146,10.3124,5462
940633,3791993,9.7984,4474
1038064,3601876,9.6596,4243
447274,3663212,10.3161,5477
433053,2775857,10.100699,5062
642132,6033069,9.4067,3762
327129,6347835,9.8313,4529
1034079,3060489,9.657299,4236
304505,6600515,9.6754,4268
649242,1712552,10.2355,5332
953675,4296885,10.1502,5162
75201,5475578,9.6685,4258
880495,2422130,9.3053,3588
671428,648605,9.782,4450
926779,5415074,10.0374,4934
963080,2543561,9.7238,4345
1048059,3116841,10.039,4937
1040709,3680758,9.5642,4060
503302,3055257,9.3018,3578
1047729,4330267,9.304,3584
