qid	pid	score
288484	591098	9.112338066101074
916374	4340254	8.405671119689941
466984	3820957	9.497340202331543
682062	344329	9.072015762329102
1026559	3114381	9.05791187286377
1177972	5881859	9.652321815490723
1040753	2638672	8.950080871582031
651856	6756839	9.26394271850586
254071	4942440	9.874098777770996
63565	5762828	9.821242332458496
927858	5034071	9.613199234008789
1002569	5084522	8.541023254394531
526167	1315497	8.98915958404541
463171	6968558	8.900535583496094
304789	6374180	8.983744621276855
1040188	3197800	8.843954086303711
1138036	2728578	9.16939926147461
304943	598826	9.730823516845703
289920	2067577	9.267647743225098
828081	5304779	8.900988578796387
769000	3761775	9.514220237731934
251298	3785399	9.419509887695312
498568	5909276	9.024267196655273
74603	856405	9.106075286865234
840433	3324092	8.931429862976074
1065616	3737084	9.607297897338867
919331	2333736	8.761545181274414
670326	928177	9.243827819824219
987743	3017759	8.96218204498291
1065957	3398091	8.920398712158203
833418	3586479	9.437384605407715
50370	3427796	9.121378898620605
570836	6039832	8.842682838439941
190643	4064931	8.58061408996582
331684	1493487	9.354105949401855
1053867	4513421	8.936113357543945
987498	4755781	8.964173316955566
13725	666635	9.199369430541992
258731	1875606	9.105032920837402
235368	5241314	9.099732398986816
962422	5341288	9.697042465209961
1071473	453198	9.224042892456055
737366	1089645	9.650253295898438
795213	3340501	8.181785583496094
551258	1032801	8.825752258300781
628945	1679997	9.023685455322266
1038885	3358492	8.522985458374023
464584	3134546	9.56201171875
1023720	4585803	9.334711074829102
1040375	6125457	8.407356262207031
983381	3119356	8.843412399291992
700432	688590	9.521594047546387
200477	5684393	9.382414817810059
1141676	2377964	8.888893127441406
213	5996446	9.083501815795898
228925	4153024	8.899333000183105
898193	5311623	9.577438354492188
336389	4094675	8.529319763183594
448590	4072331	8.776918411254883
1033573	3593352	9.349981307983398
446179	7907284	8.466014862060547
1047287	5406473	8.499286651611328
335747	6262279	9.405107498168945
1032596	2699293	9.585897445678711
685418	1930527	9.383877754211426
142044	2837109	8.8887300491333
1172148	1823337	9.098649978637695
1000935	5365633	9.267976760864258
47432	7071875	9.826639175415039
438068	6677048	9.616449356079102
517301	1418677	9.243790626525879
418241	876207	9.225311279296875
586845	535382	8.505193710327148
85331	5411582	9.31515884399414
246143	5697957	9.46273422241211
310342	5846112	9.056509971618652
128228	3847730	8.551935195922852
251446	2359602	9.29001522064209
213249	1637915	9.275049209594727
338291	342200	9.69032096862793
168615	2477147	9.148207664489746
1048277	4494759	9.448488235473633
1054493	4255984	9.239089965820312
61512	7419404	8.735248565673828
433060	1393586	8.881415367126465
77828	6414874	9.665297508239746
250375	5090588	8.853646278381348
215275	2029528	9.942758560180664
802321	3699815	9.28226089477539
336063	6444672	9.760146141052246
99686	373654	8.768898010253906
1167297	6579072	9.561250686645508
404901	4736180	8.978321075439453
1183032	902559	9.694343566894531
215861	2073837	8.825952529907227
582246	969490	9.04905891418457
802139	4446197	9.853928565979004
900649	2764045	9.506251335144043
586886	247310	9.031839370727539
290725	4578995	8.948639869689941
447023	3691769	9.987199783325195
712423	8114751	9.175134658813477
367945	5786991	9.51129150390625
67310	6353197	9.031179428100586
195532	3580398	9.075876235961914
583516	1161288	8.945223808288574
579017	5884751	9.049383163452148
968976	2509017	9.146650314331055
866825	3372490	9.166897773742676
869619	3762065	9.51474666595459
28297	3953306	9.180830955505371
28366	3953306	9.180830955505371
1171799	2179146	8.461082458496094
1034393	4297864	8.926889419555664
669374	3722346	8.892982482910156
38236	5609784	8.627068519592285
918790	3909652	8.841299057006836
941034	4756554	9.082745552062988
1037261	2660262	9.694047927856445
87506	5783801	9.246475219726562
115729	5798544	9.398311614990234
1002891	5969884	8.900798797607422
891910	3753825	8.89346694946289
52623	5487020	9.15853214263916
189501	707595	8.928711891174316
666829	3227926	9.34914779663086
449681	891827	9.522507667541504
1039178	5944134	9.258931159973145
892780	2598764	8.401992797851562
1040396	3828696	9.012657165527344
420326	4480033	8.796319961547852
1028472	4680928	8.923128128051758
1031553	4743842	9.018497467041016
1048431	2847759	9.89211368560791
454357	3143380	9.524896621704102
1175926	6959162	9.128708839416504
276277	1004664	9.326622009277344
652044	7020139	9.611133575439453
1070565	5369737	9.11164665222168
945079	3484934	9.409075736999512
890530	3582171	9.076294898986816
128132	1786895	9.561553955078125
977490	2887556	9.283584594726562
517128	1448652	9.085943222045898
958723	4900409	8.761823654174805
777379	2372421	9.369829177856445
762339	3106645	8.876710891723633
416321	7923541	8.608757019042969
238750	5743142	9.587252616882324
276495	2750168	9.338826179504395
367098	4759610	9.448741912841797
1035991	4222884	9.671037673950195
135980	3249789	8.886589050292969
595009	4204931	9.453377723693848
878609	4982063	9.223506927490234
962912	4354514	9.536588668823242
331749	6448228	9.419889450073242
332085	7017124	9.74244213104248
414290	4789515	9.050966262817383
814237	3728613	9.69678020477295
447209	399517	8.96810531616211
865585	4949491	9.105541229248047
86892	3322757	8.740248680114746
944120	4523520	9.137788772583008
1172834	1115804	8.749210357666016
68965	6513658	9.344573020935059
1042113	5967570	8.992247581481934
167793	4464831	9.175874710083008
573460	4508286	8.949790954589844
1040385	4229653	9.011415481567383
595323	2199980	9.140874862670898
1031312	4533871	8.773772239685059
176671	6245244	9.627081871032715
599721	6668130	8.899200439453125
973170	4330920	9.195954322814941
465524	4002864	8.957756996154785
80037	757284	9.16866397857666
754718	398243	8.023008346557617
472745	7232966	9.545482635498047
963533	2023810	9.411660194396973
764545	4541596	9.162809371948242
126973	6306835	9.331441879272461
200172	2346430	8.900203704833984
418042	6314571	8.926122665405273
448051	5909442	9.51340389251709
83338	3446730	9.03992748260498
722200	1543026	9.373854637145996
454918	3886562	8.747904777526855
1048221	3944597	8.567082405090332
331245	3444094	9.182587623596191
938308	3025527	9.009528160095215
189805	6787251	9.550291061401367
571882	6975527	9.859404563903809
312989	4773714	9.860371589660645
13145	5494579	9.12843132019043
223829	2978999	8.780083656311035
337059	6017409	9.518390655517578
478678	3737648	9.05070972442627
930422	6147561	9.372720718383789
863346	3681570	9.271657943725586
596848	2856910	9.080524444580078
921760	4122755	9.020368576049805
265324	6538361	8.99227523803711
470886	3227923	8.87741470336914
355129	4577724	9.168783187866211
63526	6464636	8.87936019897461
431933	1427586	8.938079833984375
692893	2152978	8.931655883789062
88950	4142344	8.984794616699219
458764	5997125	8.997783660888672
506887	2154073	8.954768180847168
985001	3420086	8.954916000366211
444927	1450839	9.563408851623535
1040709	3680758	9.317610740661621
618075	7023825	9.246234893798828
142797	5015048	9.405330657958984
1181370	2630186	8.63869571685791
508556	819134	8.855615615844727
415126	819438	9.300874710083008
461572	6884672	9.142688751220703
631518	6722302	9.621864318847656
506859	1912536	9.354351043701172
406023	5411771	9.148307800292969
1185604	718841	8.952142715454102
1155187	1092214	9.703168869018555
263164	2926265	8.91993236541748
1029527	2961002	9.231083869934082
618569	183472	9.618404388427734
592354	725833	8.929056167602539
991842	5026197	9.133988380432129
918493	5971191	9.3391752243042
307673	547624	8.930713653564453
1176380	6918588	9.3811674118042
415473	1411614	9.12497329711914
304791	960851	8.915569305419922
688366	5420371	9.176830291748047
580970	1007465	9.510126113891602
502818	23713	9.880430221557617
723682	439648	9.065847396850586
281218	2934545	9.366755485534668
506918	6256976	9.267304420471191
551788	6064307	9.385529518127441
8556	3655948	9.206571578979492
603843	3907613	8.87411880493164
93889	86188	9.233593940734863
1038679	2958944	9.100512504577637
667616	4061089	9.383345603942871
525729	4113304	9.30241584777832
945176	2908731	9.225000381469727
586324	248226	9.704208374023438
229617	3923162	10.014013290405273
587858	2151567	8.840824127197266
1024787	3291773	8.993407249450684
438051	6893432	9.71858024597168
193367	298252	9.176413536071777
508831	2116561	9.58407974243164
1002411	2648266	9.474446296691895
894306	4299840	9.96426010131836
786346	4018167	8.995816230773926
910843	4768723	8.689630508422852
762776	5434260	9.13304328918457
573555	1871665	9.242073059082031
86727	5251449	8.815978050231934
24847	6625933	9.56198501586914
619278	1668487	9.18958854675293
617570	168919	9.564665794372559
254465	905715	9.589736938476562
762849	4260535	9.171021461486816
228926	3049103	9.658586502075195
332039	5938702	9.427955627441406
625567	1411225	8.864302635192871
630526	6082579	8.665209770202637
1024398	5207670	9.192856788635254
1047060	4816601	9.058492660522461
171747	878415	8.91414737701416
1171299	2691574	8.914817810058594
229015	4056808	9.968460083007812
249287	1490907	9.356693267822266
1037342	4438459	9.478097915649414
87828	2113290	9.341096878051758
1143028	2245114	9.349081039428711
339783	421833	9.22877025604248
496299	7859879	9.407147407531738
1048838	5420037	9.3073148727417
279338	5530529	9.51413631439209
31793	1264678	9.975729942321777
167483	4934090	9.367526054382324
86106	5795068	9.260261535644531
283193	3169217	8.800935745239258
904509	2691275	9.500873565673828
335484	5015827	9.266386985778809
1056030	3395282	9.332141876220703
554460	1194114	9.75059700012207
452653	2979080	9.28614616394043
469106	6067479	9.158787727355957
1159222	691153	8.833431243896484
272430	1486070	9.207444190979004
767536	2708709	8.740686416625977
550740	118530	9.538650512695312
87113	2471897	9.297083854675293
658103	1544721	9.260866165161133
1048210	3188512	9.126354217529297
143619	979144	8.95505428314209
259123	611364	9.435863494873047
409774	8816968	9.168907165527344
768100	5155632	9.703847885131836
948317	2818759	9.008527755737305
166150	4134850	9.264692306518555
56169	2213425	9.788263320922852
1152313	1373510	9.402295112609863
945426	6231919	9.886354446411133
1154054	1198596	9.158010482788086
1049181	2975553	8.713680267333984
416024	1531238	8.713764190673828
496932	6269318	10.005080223083496
443228	5582952	9.699315071105957
1051425	6299341	9.614474296569824
341237	4400666	9.456048965454102
1144668	2088197	9.462848663330078
11560	4299776	9.186025619506836
454344	428807	9.815963745117188
727379	7152902	9.326628684997559
1038129	4114035	9.375227928161621
1185264	4140039	9.255809783935547
220493	6589543	9.510037422180176
158292	4624964	9.437810897827148
749857	1737175	9.50426959991455
1053836	29386	9.023957252502441
1053848	29386	9.023957252502441
83494	5481437	9.321617126464844
894249	2431165	9.053239822387695
3273	5713492	9.105745315551758
589531	6048926	9.494683265686035
199060	6508464	9.219698905944824
619671	1899928	9.246777534484863
335722	283223	9.16802978515625
767761	4546416	8.880019187927246
668839	1951358	9.192108154296875
52857	5717944	9.289993286132812
41652	1617679	9.74842643737793
67141	6766221	9.00058364868164
128882	3157883	9.12918472290039
894271	5352793	9.199066162109375
444937	6655592	9.200593948364258
1054975	3187283	9.361458778381348
279312	6412567	9.850536346435547
876139	4878455	9.383232116699219
528984	6995499	9.30440616607666
836845	3857489	9.812505722045898
539515	2333590	9.297493934631348
471525	1927940	8.945927619934082
646652	6033071	9.674022674560547
869194	3003822	9.414032936096191
729882	2022547	9.368279457092285
336435	5449143	8.977680206298828
281148	351782	9.516712188720703
1036083	3702717	9.267929077148438
1041822	3813180	8.888826370239258
1037163	5422530	9.139079093933105
502223	1004799	9.44183349609375
240346	5638170	9.637227058410645
263315	5622001	9.30162239074707
903028	4511215	9.09769344329834
423601	378206	9.11616325378418
762924	5245017	9.197273254394531
445369	690645	9.24514389038086
786727	3414461	9.115161895751953
236005	1788162	9.326417922973633
850845	4008304	9.184289932250977
179645	5089273	9.34530258178711
332028	5347938	9.414527893066406
1161427	472724	9.200931549072266
753476	6065750	9.12791633605957
1176796	6880225	9.645678520202637
330485	5974133	9.235477447509766
53822	2467004	9.531919479370117
447163	391383	9.998945236206055
697853	6103170	9.566341400146484
208111	3520543	9.124837875366211
315268	4156380	8.778474807739258
956456	6140495	9.936976432800293
736674	1092290	9.031158447265625
516099	6826655	9.698246002197266
872456	3089567	9.38934326171875
1164560	133120	9.423798561096191
304504	6646383	8.641399383544922
874486	3349309	9.273458480834961
83323	5793533	9.197011947631836
1059560	35431	9.485475540161133
1034079	3060489	9.308515548706055
928971	3726945	9.17143440246582
107275	863784	9.278787612915039
101212	769693	9.559989929199219
26329	4913447	9.471395492553711
1138465	2687991	8.452108383178711
1002462	4633931	9.550003051757812
1038064	3601876	8.787673950195312
540386	2050576	9.544914245605469
306523	4301972	9.477068901062012
954125	1792662	9.63545036315918
328269	106305	9.725900650024414
769963	6299685	9.755903244018555
260355	6618863	9.177441596984863
331720	8321001	9.45265007019043
49490	6837665	9.066879272460938
585142	1257099	9.045160293579102
733464	6862948	9.236766815185547
844412	4631243	9.055174827575684
429818	6075779	9.068055152893066
947402	1967453	9.270784378051758
1038057	4217426	9.027684211730957
1162372	369759	8.698753356933594
1160017	615792	9.567109107971191
75201	5475578	9.582441329956055
197405	6344844	9.581777572631836
340679	4584253	9.407958030700684
331404	5549472	10.03913402557373
1057146	3229579	9.072057723999023
1035466	2262871	9.1021728515625
84957	304874	9.287163734436035
1054841	2759053	8.924851417541504
974658	3050672	8.321539878845215
414127	1864062	9.536317825317383
304505	6600515	8.865480422973633
410534	1558619	9.177142143249512
258833	5848556	9.813983917236328
666133	2094017	9.48447036743164
1154204	1183842	9.133766174316406
831206	4656641	9.227767944335938
245346	5611829	9.969538688659668
804392	3749285	9.42827320098877
722386	7236773	9.498804092407227
1042961	2694538	9.434494018554688
1042703	4990692	9.312150955200195
911519	4112138	8.872368812561035
549673	438211	9.263257026672363
210188	2033795	9.31867790222168
582193	786809	9.388755798339844
951250	3456386	8.440430641174316
194801	5616940	10.146207809448242
1046496	4307768	9.687026023864746
1031522	4091560	9.284873962402344
314757	4530023	9.733081817626953
87613	496430	9.343990325927734
581487	1823863	9.155166625976562
868520	4707489	9.388547897338867
586549	254863	9.356647491455078
517212	1410328	9.271208763122559
1040403	4604389	9.38143253326416
1042614	2735978	9.098016738891602
669526	3940231	9.497544288635254
918776	2628603	8.882359504699707
507927	5865478	8.85100269317627
1174343	3470573	9.32480525970459
594718	1898956	8.857809066772461
618506	5593147	9.20946216583252
940584	3638215	9.03689956665039
506472	6943852	9.572011947631836
276632	2750166	9.920169830322266
445912	1218851	9.156746864318848
212790	4959563	8.694765090942383
1028040	4242123	9.142349243164062
1029633	3868695	9.663274765014648
1048285	2872273	9.85886001586914
569366	4655342	9.619134902954102
651803	3880507	9.390992164611816
571960	6767164	9.133108139038086
1166992	6844449	9.410676956176758
22211	6448002	9.204304695129395
1035266	3412051	9.187850952148438
1170166	3848808	8.832361221313477
940612	1374723	9.078202247619629
115142	6381497	9.215068817138672
18903	3420074	9.560386657714844
506321	899611	9.952360153198242
1163483	246172	9.522956848144531
228995	2230069	9.85224437713623
439615	5334475	9.82793140411377
1152904	1316054	9.309345245361328
168997	6053852	9.897003173828125
938212	2268488	8.93133544921875
951198	2406668	9.604048728942871
418303	1593227	9.443082809448242
945553	2684533	9.170036315917969
443877	1387680	9.393226623535156
640439	308675	8.607806205749512
865585	4949489	9.363424301147461
1057271	4260759	8.996280670166016
177212	2347157	9.158388137817383
178662	1837187	9.80726432800293
509255	1332299	9.335786819458008
959313	3901538	9.361478805541992
529405	4864746	9.21194076538086
87393	79827	9.206313133239746
1164721	79827	9.206313133239746
329602	5787510	9.723564147949219
1053439	3251827	9.43638801574707
1078879	4974815	9.574066162109375
964376	3397257	8.71554946899414
963080	2543561	8.71554946899414
746825	6283659	9.60792064666748
186305	786137	9.50639820098877
51238	6845636	9.432369232177734
84420	5501649	9.558465003967285
633572	4875391	9.251821517944336
590331	591049	9.241880416870117
1058495	5281465	9.729423522949219
717222	1320007	9.44648265838623
391744	4512199	9.378314971923828
595009	4204938	9.706710815429688
683055	1373637	9.787066459655762
982138	4475388	9.91753101348877
780677	290177	9.365256309509277
332145	7057011	9.797268867492676
354057	2428750	9.507872581481934
425936	3431107	9.171798706054688
767737	2438621	9.235187530517578
942241	4624111	9.506208419799805
964423	4269833	9.54830551147461
945160	4094127	9.646574020385742
286953	6618072	9.439428329467773
286173	693208	9.739189147949219
305691	8365955	9.680196762084961
830986	5237581	9.838724136352539
239184	5611584	9.554332733154297
942777	5370925	9.689726829528809
280641	6403071	9.573919296264648
1000576	5031595	9.118692398071289
28831	5523968	9.441458702087402
1180150	3893059	9.591568946838379
132290	6402741	9.66110897064209
93046	1012763	9.51773452758789
621379	5397810	9.720674514770508
874131	4279650	8.9370756149292
177224	2229066	10.105451583862305
880383	2599520	9.967499732971191
496692	4107254	9.889792442321777
294534	780835	9.465949058532715
627022	6759704	8.870288848876953
509229	1207061	9.531506538391113
1055405	5971041	9.417048454284668
243787	2018561	9.753156661987305
289288	379777	9.85416030883789
250424	4169339	9.503185272216797
1035543	5064898	9.29885196685791
181809	5847663	9.487336158752441
202434	367739	9.340365409851074
448471	6713477	9.851000785827637
1059041	2151550	9.180103302001953
953806	3889341	8.711188316345215
159968	402213	9.524782180786133
1042466	5402926	9.869598388671875
330535	5149188	10.233294486999512
31514	1354068	9.323541641235352
11563	7016312	9.210945129394531
493008	2742090	10.013688087463379
84198	2561200	9.348821640014648
75524	1170107	9.500965118408203
88259	4617201	9.212878227233887
154777	5645152	9.151556015014648
72669	6494265	9.106522560119629
795215	2903889	9.344154357910156
880973	4214586	9.186856269836426
520426	1228373	9.615511894226074
1174200	4773043	9.143570899963379
39956	463888	8.361172676086426
41472	1737463	8.361172676086426
22214	928778	9.683489799499512
685515	1287961	9.752685546875
449615	5879211	9.488494873046875
725824	1326642	9.293659210205078
756852	2034466	9.890957832336426
1179981	4051683	9.619331359863281
845169	6119691	9.311023712158203
1033679	2473156	9.526199340820312
982150	4675581	9.146302223205566
761884	3963880	9.68549919128418
414054	1161415	9.260812759399414
651273	2309928	9.211705207824707
949301	5280837	9.555460929870605
336499	4112844	9.468123435974121
425294	2012287	9.22042179107666
